Instrument,Current Weight,Target Weight,Change (Buy/Sell)
Prime Manufacturing,0.0,1.1575919675531107e-05,1.1575919675531107e-05
Global Corp,0.0,0.0001395302295454126,0.0001395302295454126
Global Manufacturing,0.0,0.00040951558715005806,0.00040951558715005806
Global Industries,0.0,4.328472799419087e-05,4.328472799419087e-05
Innovative Solutions,0.0,9.559647722504745e-05,9.559647722504745e-05
Advanced Enterprises,0.0,3.0094054070674238e-05,3.0094054070674238e-05
Innovative Corp,0.0,0.0009206636963446416,0.0009206636963446416
Alpha Partners,0.0,0.00013669264140422495,0.00013669264140422495
Superior Partners,0.0,8.040493983803753e-05,8.040493983803753e-05
Dynamic Systems,0.0,1.8391060512898614e-05,1.8391060512898614e-05
Dynamic Group,0.0,0.000647258251232813,0.000647258251232813
Prime Industries,0.0,0.0008340863925891577,0.0008340863925891577
Superior Partners,0.0,0.00019130664889493459,0.00019130664889493459
Premier Industries,0.0,0.0002549521752477672,0.0002549521752477672
Superior Industries,0.0,0.001706945136635374,0.001706945136635374
Superior Systems,0.0,0.00010484705757970136,0.00010484705757970136
Superior Manufacturing,0.0,0.00019139435481377494,0.00019139435481377494
Elite Group,0.0,0.0029517965262484953,0.0029517965262484953
Premier Partners,0.0,0.0004678703580318708,0.0004678703580318708
Strategic Technologies,0.0,0.0013591823611775451,0.0013591823611775451
Innovative Corp,0.0,0.00012022269330087693,0.00012022269330087693
Dynamic Technologies,0.0,0.001924029634932733,0.001924029634932733
Superior Manufacturing,0.0,0.0010584481946361963,0.0010584481946361963
Global Industries,0.0,0.0001359915951214371,0.0001359915951214371
Superior Industries,0.0,0.0002876811982982169,0.0002876811982982169
Dynamic Manufacturing,0.0,0.001244647818926208,0.001244647818926208
Superior Corp,0.0,0.014417386356381089,0.014417386356381089
Strategic Technologies,0.0,0.0002492642047350541,0.0002492642047350541
Alpha Partners,0.0,0.00016545024909203932,0.00016545024909203932
Premier Supply Co,0.0,3.956391016997798e-05,3.956391016997798e-05
Advanced Enterprises,0.0,0.0011142619235513754,0.0011142619235513754
Advanced Technologies,0.0,1.424309974541554e-06,1.424309974541554e-06
Prime Industries,0.0,0.0005500866411824907,0.0005500866411824907
Strategic Supply Co,0.0,0.00047277008907323296,0.00047277008907323296
Superior Enterprises,0.0,0.0023501305724461462,0.0023501305724461462
Alpha Enterprises,0.0,0.00023701652681604415,0.00023701652681604415
Elite Partners,0.0,0.0016459543917336878,0.0016459543917336878
Elite Supply Co,0.0,0.00032248405031977775,0.00032248405031977775
Premier Manufacturing,0.0,0.001056659574293467,0.001056659574293467
Innovative Industries,0.0,0.0013479468888911868,0.0013479468888911868
Dynamic Group,0.0,0.00021395836469914457,0.00021395836469914457
Alpha Enterprises,0.0,0.00048710665897913543,0.00048710665897913543
Innovative Partners,0.0,0.00039120394076117384,0.00039120394076117384
Dynamic Supply Co,0.0,0.0007821002879633468,0.0007821002879633468
Elite Corp,0.0,0.0007276669372587195,0.0007276669372587195
Advanced Partners,0.0,7.492688414931144e-05,7.492688414931144e-05
Superior Industries,0.0,0.0013936655718874051,0.0013936655718874051
Alpha Partners,0.0,0.0003280813768355646,0.0003280813768355646
Superior Technologies,0.0,0.0010533131073015966,0.0010533131073015966
Prime Industries,0.0,2.5902172773846798e-05,2.5902172773846798e-05
Superior Corp,0.0,1.3658943942555718e-14,1.3658943942555718e-14
Strategic Enterprises,0.0,0.000296054051195818,0.000296054051195818
Advanced Partners,0.0,0.0008150224058387854,0.0008150224058387854
Advanced Partners,0.0,0.0003777401916107573,0.0003777401916107573
Innovative Technologies,0.0,0.00031753414009467014,0.00031753414009467014
Superior Solutions,0.0,0.0024271363744578093,0.0024271363744578093
Advanced Group,0.0,0.0003960348259895652,0.0003960348259895652
Premier Partners,0.0,0.0004299362127844239,0.0004299362127844239
Global Corp,0.0,0.00015218473589943837,0.00015218473589943837
Premier Manufacturing,0.0,0.00119103714991777,0.00119103714991777
Prime Systems,0.0,0.0006865079897016129,0.0006865079897016129
Innovative Partners,0.0,0.0003302399734174916,0.0003302399734174916
Alpha Manufacturing,0.0,0.0001005287689739153,0.0001005287689739153
Elite Group,0.0,6.93133334621358e-06,6.93133334621358e-06
Dynamic Systems,0.0,0.0010566718142337261,0.0010566718142337261
Alpha Systems,0.0,0.00015862650019916516,0.00015862650019916516
Innovative Technologies,0.0,3.675531302060293e-05,3.675531302060293e-05
Advanced Partners,0.0,0.00022488308904712194,0.00022488308904712194
Global Partners,0.0,0.0004678705655992295,0.0004678705655992295
Prime Enterprises,0.0,5.175009028680271e-05,5.175009028680271e-05
Premier Systems,0.0,0.0007399288282796609,0.0007399288282796609
Global Technologies,0.0,0.0006323127542882367,0.0006323127542882367
Prime Solutions,0.0,0.0005273095192525147,0.0005273095192525147
Global Supply Co,0.0,0.0004446326002655124,0.0004446326002655124
Dynamic Industries,0.0,0.0035055541335497014,0.0035055541335497014
Strategic Solutions,0.0,0.0006307178526065557,0.0006307178526065557
Elite Enterprises,0.0,8.362992543543564e-05,8.362992543543564e-05
Alpha Enterprises,0.0,0.0014015330144391508,0.0014015330144391508
Dynamic Enterprises,0.0,2.1166928592389177e-05,2.1166928592389177e-05
Innovative Enterprises,0.0,6.756348552928323e-07,6.756348552928323e-07
Innovative Supply Co,0.0,0.0004021081645585268,0.0004021081645585268
Elite Corp,0.0,0.0005989335497250548,0.0005989335497250548
Superior Corp,0.0,0.0007951205945177523,0.0007951205945177523
Elite Supply Co,0.0,1.6374561547215164e-05,1.6374561547215164e-05
Innovative Technologies,0.0,0.00018552374663885506,0.00018552374663885506
Innovative Corp,0.0,0.0002255268816270419,0.0002255268816270419
Strategic Corp,0.0,6.5997178183447125e-06,6.5997178183447125e-06
Premier Solutions,0.0,0.002077898124449413,0.002077898124449413
Advanced Solutions,0.0,0.00014155503825894015,0.00014155503825894015
Premier Manufacturing,0.0,0.0010875462993545164,0.0010875462993545164
Innovative Corp,0.0,4.962300060656122e-05,4.962300060656122e-05
Advanced Corp,0.0,0.00013473164636515549,0.00013473164636515549
Innovative Manufacturing,0.0,0.00021710235180369498,0.00021710235180369498
Alpha Enterprises,0.0,0.00039534877375522565,0.00039534877375522565
Alpha Corp,0.0,3.0819316020625735e-05,3.0819316020625735e-05
Superior Supply Co,0.0,0.0011474683979414068,0.0011474683979414068
Innovative Supply Co,0.0,0.00029097506525209736,0.00029097506525209736
Superior Enterprises,0.0,0.0011387624504736785,0.0011387624504736785
Dynamic Group,0.0,6.762426117917611e-05,6.762426117917611e-05
Premier Enterprises,0.0,0.0003238334919563327,0.0003238334919563327
Alpha Solutions,0.0,0.0003956225022650976,0.0003956225022650976
Alpha Manufacturing,0.0,0.000536407969043301,0.000536407969043301
Elite Supply Co,0.0,2.4261911244588267e-05,2.4261911244588267e-05
Strategic Enterprises,0.0,3.788982428257262e-05,3.788982428257262e-05
Prime Partners,0.0,0.0004637495402269257,0.0004637495402269257
Dynamic Solutions,0.0,0.00043981890566686347,0.00043981890566686347
Global Partners,0.0,0.00039663655405048666,0.00039663655405048666
Superior Technologies,0.0,0.0016076629379968197,0.0016076629379968197
Advanced Partners,0.0,0.0003525959169790118,0.0003525959169790118
Superior Industries,0.0,0.0004972699172714866,0.0004972699172714866
Premier Supply Co,0.0,0.0005765631229658209,0.0005765631229658209
Strategic Manufacturing,0.0,0.00029098803747100243,0.00029098803747100243
Prime Industries,0.0,0.0005102571116347014,0.0005102571116347014
Prime Partners,0.0,1.676726443114447e-05,1.676726443114447e-05
Advanced Group,0.0,0.008021988461392428,0.008021988461392428
Superior Industries,0.0,0.0006005059301930748,0.0006005059301930748
Prime Partners,0.0,0.0008943862990693741,0.0008943862990693741
Strategic Partners,0.0,0.0012512683967859147,0.0012512683967859147
Global Technologies,0.0,2.6997074666586576e-05,2.6997074666586576e-05
Prime Solutions,0.0,0.0007432134721978652,0.0007432134721978652
Superior Manufacturing,0.0,4.2651058827680935e-05,4.2651058827680935e-05
Prime Manufacturing,0.0,0.0007636241057592484,0.0007636241057592484
Alpha Technologies,0.0,0.0010537225462170477,0.0010537225462170477
Innovative Technologies,0.0,0.0002146920428886463,0.0002146920428886463
Strategic Systems,0.0,0.00038607651628575954,0.00038607651628575954
Premier Solutions,0.0,0.00011740597286649565,0.00011740597286649565
Alpha Systems,0.0,5.07662957812739e-05,5.07662957812739e-05
Alpha Systems,0.0,0.001375588445709017,0.001375588445709017
Global Manufacturing,0.0,3.164467682008027e-05,3.164467682008027e-05
Alpha Corp,0.0,0.0010556704540965434,0.0010556704540965434
Alpha Solutions,0.0,0.0010543059049812433,0.0010543059049812433
Strategic Partners,0.0,0.0006037450522141542,0.0006037450522141542
Global Systems,0.0,0.0008328520546888553,0.0008328520546888553
Superior Industries,0.0,3.529640638811167e-05,3.529640638811167e-05
Premier Supply Co,0.0,0.0008066175531568051,0.0008066175531568051
Advanced Systems,0.0,0.00029668815883397817,0.00029668815883397817
Strategic Corp,0.0,0.0011607625126193344,0.0011607625126193344
Alpha Systems,0.0,0.00022492473384631986,0.00022492473384631986
Strategic Systems,0.0,6.279169792068726e-05,6.279169792068726e-05
Global Industries,0.0,0.0008069389705155796,0.0008069389705155796
Alpha Corp,0.0,0.0001077753181954693,0.0001077753181954693
Alpha Corp,0.0,0.0004590678033513231,0.0004590678033513231
Superior Technologies,0.0,0.00025259286626756777,0.00025259286626756777
Premier Systems,0.0,0.0002136456245842678,0.0002136456245842678
Elite Manufacturing,0.0,0.00012247595081745088,0.00012247595081745088
Premier Supply Co,0.0,0.0003055726381204905,0.0003055726381204905
Global Technologies,0.0,0.0016048224182794034,0.0016048224182794034
Advanced Corp,0.0,0.0018218856520149016,0.0018218856520149016
Alpha Corp,0.0,0.00039345167781680996,0.00039345167781680996
Superior Enterprises,0.0,0.00036608266798039804,0.00036608266798039804
Innovative Group,0.0,2.6849959465852532e-05,2.6849959465852532e-05
Superior Corp,0.0,0.0003488588099321394,0.0003488588099321394
Elite Partners,0.0,0.0020995956050996597,0.0020995956050996597
Dynamic Solutions,0.0,8.526826308501369e-05,8.526826308501369e-05
Strategic Industries,0.0,0.00013826307814919606,0.00013826307814919606
Global Corp,0.0,0.0010600154747328677,0.0010600154747328677
Superior Enterprises,0.0,4.0211609762174055e-15,4.0211609762174055e-15
Superior Systems,0.0,1.1260982813780021e-05,1.1260982813780021e-05
Superior Supply Co,0.0,7.388186654431935e-05,7.388186654431935e-05
Elite Enterprises,0.0,0.002000630861749186,0.002000630861749186
Innovative Manufacturing,0.0,0.0032977844511703366,0.0032977844511703366
Strategic Corp,0.0,5.058113296932422e-05,5.058113296932422e-05
Prime Enterprises,0.0,0.0007890882398667263,0.0007890882398667263
Global Systems,0.0,0.001780154025902325,0.001780154025902325
Superior Enterprises,0.0,0.002103472345540043,0.002103472345540043
Dynamic Supply Co,0.0,0.00047104234652942285,0.00047104234652942285
Global Industries,0.0,0.0013145824732830505,0.0013145824732830505
Prime Technologies,0.0,0.0016743774042894037,0.0016743774042894037
Innovative Partners,0.0,0.0007712695976926854,0.0007712695976926854
Strategic Technologies,0.0,0.00045421673117133535,0.00045421673117133535
Strategic Systems,0.0,0.00018171119518676457,0.00018171119518676457
Advanced Systems,0.0,0.0005725533081619891,0.0005725533081619891
Alpha Enterprises,0.0,8.827648793228443e-05,8.827648793228443e-05
Superior Group,0.0,2.6740134666443486e-17,2.6740134666443486e-17
Alpha Group,0.0,0.00010465835502742585,0.00010465835502742585
Prime Technologies,0.0,0.001413465090499373,0.001413465090499373
Premier Technologies,0.0,7.224018503517409e-05,7.224018503517409e-05
Prime Solutions,0.0,0.00021428390425144874,0.00021428390425144874
Global Industries,0.0,2.851594731310726e-14,2.851594731310726e-14
Global Enterprises,0.0,0.0005375809096069905,0.0005375809096069905
Advanced Supply Co,0.0,0.0005077084393574997,0.0005077084393574997
Advanced Manufacturing,0.0,0.0020247438589668693,0.0020247438589668693
Dynamic Group,0.0,0.0005578164673452656,0.0005578164673452656
Strategic Systems,0.0,0.001039721848991169,0.001039721848991169
Elite Solutions,0.0,2.7684928112712028e-05,2.7684928112712028e-05
Global Partners,0.0,0.00019885377334628222,0.00019885377334628222
Advanced Solutions,0.0,1.502982504066006e-05,1.502982504066006e-05
Alpha Group,0.0,2.1977263799874455e-05,2.1977263799874455e-05
Alpha Industries,0.0,0.00039095089551044736,0.00039095089551044736
Advanced Industries,0.0,0.0005070906078769404,0.0005070906078769404
Alpha Corp,0.0,0.0004494691549565945,0.0004494691549565945
Innovative Partners,0.0,0.0005655706161244472,0.0005655706161244472
Premier Industries,0.0,0.0009504078637971199,0.0009504078637971199
Premier Systems,0.0,0.0023431894454081447,0.0023431894454081447
Strategic Manufacturing,0.0,0.00040864586181540405,0.00040864586181540405
Advanced Manufacturing,0.0,0.0012953865837008554,0.0012953865837008554
Strategic Enterprises,0.0,0.0001404554471228003,0.0001404554471228003
Dynamic Systems,0.0,0.0004912075772456934,0.0004912075772456934
Premier Industries,0.0,0.0007141987671990326,0.0007141987671990326
Strategic Solutions,0.0,0.00016987699522587714,0.00016987699522587714
Innovative Enterprises,0.0,0.0008890269093082702,0.0008890269093082702
Dynamic Solutions,0.0,0.0012449897420685715,0.0012449897420685715
Strategic Systems,0.0,0.0003608082858276615,0.0003608082858276615
Premier Manufacturing,0.0,9.468876616573869e-06,9.468876616573869e-06
Advanced Manufacturing,0.0,4.528292813143386e-05,4.528292813143386e-05
Elite Partners,0.0,5.266768285083342e-05,5.266768285083342e-05
Innovative Corp,0.0,0.0005579000157777399,0.0005579000157777399
Superior Industries,0.0,0.000605192871091787,0.000605192871091787
Premier Supply Co,0.0,0.0006188213709122381,0.0006188213709122381
Innovative Group,0.0,0.0012743561164529238,0.0012743561164529238
Alpha Industries,0.0,0.00048757669961919573,0.00048757669961919573
Superior Systems,0.0,8.581522336325072e-05,8.581522336325072e-05
Advanced Solutions,0.0,4.468465559427228e-05,4.468465559427228e-05
Advanced Industries,0.0,0.00019765925931464323,0.00019765925931464323
Alpha Systems,0.0,9.279061236225929e-05,9.279061236225929e-05
Superior Solutions,0.0,3.92330750348171e-05,3.92330750348171e-05
Superior Corp,0.0,9.004715049580369e-06,9.004715049580369e-06
Global Solutions,0.0,0.00012967430130917719,0.00012967430130917719
Innovative Systems,0.0,0.003276098546559966,0.003276098546559966
Premier Technologies,0.0,0.00048396546275745805,0.00048396546275745805
Innovative Partners,0.0,4.51333754977895e-05,4.51333754977895e-05
Global Supply Co,0.0,0.0024711807528861886,0.0024711807528861886
Superior Manufacturing,0.0,0.0008074341175874583,0.0008074341175874583
Innovative Enterprises,0.0,3.581816737973243e-05,3.581816737973243e-05
Advanced Supply Co,0.0,2.259003231856367e-05,2.259003231856367e-05
Elite Solutions,0.0,0.0008071617259267434,0.0008071617259267434
Innovative Manufacturing,0.0,0.0013658183410865693,0.0013658183410865693
Advanced Partners,0.0,0.00045975180602486897,0.00045975180602486897
Prime Technologies,0.0,0.00039685682693327366,0.00039685682693327366
Dynamic Systems,0.0,0.00016049969643727703,0.00016049969643727703
Innovative Solutions,0.0,0.0001939830900332794,0.0001939830900332794
Advanced Technologies,0.0,0.00011283333786206444,0.00011283333786206444
Prime Technologies,0.0,0.00016397492273609811,0.00016397492273609811
Advanced Manufacturing,0.0,0.0008063234982075816,0.0008063234982075816
Strategic Group,0.0,9.188422380763387e-05,9.188422380763387e-05
Premier Supply Co,0.0,0.0008137488436632887,0.0008137488436632887
Global Enterprises,0.0,0.0013675265529906108,0.0013675265529906108
Elite Systems,0.0,0.001472668126308493,0.001472668126308493
Innovative Industries,0.0,0.0010560686365879309,0.0010560686365879309
Dynamic Manufacturing,0.0,0.00014430289666522163,0.00014430289666522163
Advanced Manufacturing,0.0,5.127931343090587e-05,5.127931343090587e-05
Elite Corp,0.0,0.000497836715076764,0.000497836715076764
Global Group,0.0,0.0007078091591542877,0.0007078091591542877
Global Partners,0.0,0.0007917877450109436,0.0007917877450109436
Elite Manufacturing,0.0,0.0013756307139717505,0.0013756307139717505
Innovative Industries,0.0,0.000821381907613906,0.000821381907613906
Prime Systems,0.0,0.000496862999114827,0.000496862999114827
Superior Supply Co,0.0,0.0007948269699889647,0.0007948269699889647
Superior Solutions,0.0,8.063392798337898e-05,8.063392798337898e-05
Global Technologies,0.0,0.0004216998182634062,0.0004216998182634062
Global Technologies,0.0,0.0006301656859895368,0.0006301656859895368
Global Enterprises,0.0,0.0014268571369539574,0.0014268571369539574
Advanced Group,0.0,0.00017246053181490102,0.00017246053181490102
Prime Manufacturing,0.0,0.0003282598583281633,0.0003282598583281633
Prime Corp,0.0,0.0002811047058631616,0.0002811047058631616
Alpha Group,0.0,0.00036097000245528934,0.00036097000245528934
Advanced Solutions,0.0,0.0003435521456123924,0.0003435521456123924
Premier Manufacturing,0.0,1.042073782750992e-14,1.042073782750992e-14
Global Manufacturing,0.0,0.0016387398022661517,0.0016387398022661517
Alpha Solutions,0.0,0.0003421151038650111,0.0003421151038650111
Elite Corp,0.0,0.0001450057413714172,0.0001450057413714172
Global Corp,0.0,0.0010718760358962352,0.0010718760358962352
Global Systems,0.0,0.0010531168163683468,0.0010531168163683468
Advanced Manufacturing,0.0,0.00037634125922674807,0.00037634125922674807
Alpha Corp,0.0,0.0011182197253233055,0.0011182197253233055
Alpha Industries,0.0,0.00084732039701738,0.00084732039701738
Advanced Industries,0.0,0.0010026424738040333,0.0010026424738040333
Superior Partners,0.0,0.002248113154993666,0.002248113154993666
Alpha Group,0.0,0.0015465537168710562,0.0015465537168710562
Advanced Group,0.0,0.0022205232116357717,0.0022205232116357717
Innovative Technologies,0.0,0.00025452534255062005,0.00025452534255062005
Innovative Technologies,0.0,0.00019406446497027068,0.00019406446497027068
Advanced Partners,0.0,0.0010398653429522621,0.0010398653429522621
Prime Corp,0.0,0.0004200346666585289,0.0004200346666585289
Dynamic Group,0.0,1.4352910884704928e-06,1.4352910884704928e-06
Global Partners,0.0,3.359259185792119e-05,3.359259185792119e-05
Premier Technologies,0.0,1.0906506512649957e-05,1.0906506512649957e-05
Advanced Industries,0.0,0.0010700389745505533,0.0010700389745505533
Strategic Corp,0.0,0.0005128081907597823,0.0005128081907597823
Innovative Corp,0.0,2.9726746901643567e-05,2.9726746901643567e-05
Dynamic Supply Co,0.0,8.33838456987846e-05,8.33838456987846e-05
Premier Manufacturing,0.0,0.0004791064654887233,0.0004791064654887233
Elite Partners,0.0,0.0005606077722170517,0.0005606077722170517
Global Corp,0.0,0.0006184305179332536,0.0006184305179332536
Advanced Partners,0.0,0.00018295047865844608,0.00018295047865844608
Innovative Corp,0.0,0.0012746897948812139,0.0012746897948812139
Global Manufacturing,0.0,0.00020909880136825903,0.00020909880136825903
Advanced Solutions,0.0,0.001023980810737869,0.001023980810737869
Global Corp,0.0,0.0002702305136195719,0.0002702305136195719
Advanced Partners,0.0,0.0006753190867018557,0.0006753190867018557
Strategic Enterprises,0.0,0.0020055862477081176,0.0020055862477081176
Superior Corp,0.0,0.0010629527332624282,0.0010629527332624282
Elite Corp,0.0,0.00014267616299295244,0.00014267616299295244
Strategic Supply Co,0.0,0.0007703500077050901,0.0007703500077050901
Superior Enterprises,0.0,0.00019835569954119233,0.00019835569954119233
Elite Corp,0.0,4.2551455533001924e-05,4.2551455533001924e-05
Alpha Solutions,0.0,2.2750049954310732e-05,2.2750049954310732e-05
Alpha Corp,0.0,0.00031128821517874977,0.00031128821517874977
Superior Partners,0.0,0.0007023892638556802,0.0007023892638556802
Advanced Systems,0.0,0.001713227433187002,0.001713227433187002
Dynamic Enterprises,0.0,0.001534952076958863,0.001534952076958863
Global Supply Co,0.0,0.00017029404224426286,0.00017029404224426286
Elite Group,0.0,0.0007570678971297767,0.0007570678971297767
Advanced Supply Co,0.0,4.428446894876021e-05,4.428446894876021e-05
Advanced Partners,0.0,7.580845339734124e-05,7.580845339734124e-05
Dynamic Supply Co,0.0,0.0001196942818954027,0.0001196942818954027
Prime Group,0.0,9.340447179844105e-06,9.340447179844105e-06
Superior Group,0.0,0.0009186161997685912,0.0009186161997685912
Strategic Solutions,0.0,0.00022081029587767045,0.00022081029587767045
Elite Industries,0.0,0.0011747349783852036,0.0011747349783852036
Premier Manufacturing,0.0,0.00010111972063159211,0.00010111972063159211
Superior Corp,0.0,0.00019427068938177204,0.00019427068938177204
Premier Solutions,0.0,0.00023733500779199302,0.00023733500779199302
Global Technologies,0.0,2.5053107220449355e-05,2.5053107220449355e-05
Strategic Group,0.0,0.00010772202437481709,0.00010772202437481709
Innovative Systems,0.0,5.1520177726755765e-05,5.1520177726755765e-05
Dynamic Partners,0.0,0.00019913668852331363,0.00019913668852331363
Superior Solutions,0.0,0.0010651533815349689,0.0010651533815349689
Advanced Solutions,0.0,5.262009568811369e-05,5.262009568811369e-05
Prime Corp,0.0,0.0006580357487912789,0.0006580357487912789
Premier Solutions,0.0,6.375462584723523e-05,6.375462584723523e-05
Superior Supply Co,0.0,0.0002651226096000585,0.0002651226096000585
Advanced Industries,0.0,0.00015425855684772605,0.00015425855684772605
Elite Manufacturing,0.0,3.7557516453188225e-05,3.7557516453188225e-05
Alpha Partners,0.0,0.0005304926473051046,0.0005304926473051046
Dynamic Enterprises,0.0,0.0010077472410770915,0.0010077472410770915
Elite Technologies,0.0,0.00025197565975751114,0.00025197565975751114
Elite Industries,0.0,0.0012606420896601209,0.0012606420896601209
Dynamic Group,0.0,0.000267053172856559,0.000267053172856559
Advanced Group,0.0,0.0017278978370481753,0.0017278978370481753
Innovative Group,0.0,3.900506885204455e-06,3.900506885204455e-06
Innovative Group,0.0,0.001612030376006558,0.001612030376006558
Advanced Manufacturing,0.0,0.00015166095813232033,0.00015166095813232033
Alpha Manufacturing,0.0,0.0014423997869471854,0.0014423997869471854
Global Enterprises,0.0,8.098799514197427e-05,8.098799514197427e-05
Premier Group,0.0,0.000159260509240526,0.000159260509240526
Alpha Manufacturing,0.0,0.0024214729338194398,0.0024214729338194398
Premier Enterprises,0.0,2.9225257607452248e-05,2.9225257607452248e-05
Dynamic Corp,0.0,8.015035929846874e-05,8.015035929846874e-05
Superior Group,0.0,0.0006764209423680044,0.0006764209423680044
Dynamic Systems,0.0,3.784920035323636e-05,3.784920035323636e-05
Elite Technologies,0.0,7.432372719191785e-05,7.432372719191785e-05
Premier Solutions,0.0,2.9621245211250535e-05,2.9621245211250535e-05
Alpha Solutions,0.0,9.851685712998845e-05,9.851685712998845e-05
Strategic Corp,0.0,2.948507863217933e-05,2.948507863217933e-05
Advanced Manufacturing,0.0,0.0012912151832079172,0.0012912151832079172
Superior Enterprises,0.0,0.00038939896247218333,0.00038939896247218333
Premier Technologies,0.0,0.00023131154586046072,0.00023131154586046072
Elite Systems,0.0,0.0008596221675268264,0.0008596221675268264
Alpha Corp,0.0,0.0017256433325672437,0.0017256433325672437
Alpha Corp,0.0,4.462637839477897e-06,4.462637839477897e-06
Alpha Supply Co,0.0,0.0004621528254107661,0.0004621528254107661
Elite Industries,0.0,3.36193837546271e-05,3.36193837546271e-05
Innovative Supply Co,0.0,0.00010366469155329322,0.00010366469155329322
Superior Group,0.0,0.00012310521811891885,0.00012310521811891885
Alpha Manufacturing,0.0,0.0001111799188340432,0.0001111799188340432
Superior Systems,0.0,0.0004729678761751982,0.0004729678761751982
Global Enterprises,0.0,8.577350660505078e-05,8.577350660505078e-05
Elite Group,0.0,0.0007472332937947114,0.0007472332937947114
Dynamic Enterprises,0.0,6.194228355809631e-06,6.194228355809631e-06
Alpha Group,0.0,0.00013409841897037446,0.00013409841897037446
Alpha Corp,0.0,0.0007352627514160809,0.0007352627514160809
Alpha Solutions,0.0,4.792552500116407e-05,4.792552500116407e-05
Innovative Solutions,0.0,0.00045977337330153103,0.00045977337330153103
Global Manufacturing,0.0,7.706592014227885e-05,7.706592014227885e-05
Prime Solutions,0.0,8.235657458457265e-05,8.235657458457265e-05
Innovative Supply Co,0.0,0.0004915299213838121,0.0004915299213838121
Innovative Manufacturing,0.0,2.5321871764440102e-17,2.5321871764440102e-17
Advanced Manufacturing,0.0,0.00021430847450367438,0.00021430847450367438
Superior Group,0.0,2.0935515832885827e-05,2.0935515832885827e-05
Advanced Supply Co,0.0,0.0005599501062358395,0.0005599501062358395
Global Enterprises,0.0,0.00047494023214739314,0.00047494023214739314
Elite Corp,0.0,0.0008073179627480936,0.0008073179627480936
Dynamic Systems,0.0,0.000588687075658136,0.000588687075658136
Elite Industries,0.0,0.0007802193777011179,0.0007802193777011179
Global Manufacturing,0.0,0.0007192099783713991,0.0007192099783713991
Strategic Corp,0.0,0.0001570367914263967,0.0001570367914263967
Superior Partners,0.0,0.0003255759980455991,0.0003255759980455991
Alpha Solutions,0.0,0.0008423615171601844,0.0008423615171601844
Superior Manufacturing,0.0,0.00033358994675290163,0.00033358994675290163
Premier Enterprises,0.0,4.2543841283126734e-15,4.2543841283126734e-15
Premier Technologies,0.0,0.00015677180231829076,0.00015677180231829076
Superior Solutions,0.0,0.0006175637927049463,0.0006175637927049463
Advanced Enterprises,0.0,9.815608304665688e-06,9.815608304665688e-06
Dynamic Supply Co,0.0,0.0002513413972199904,0.0002513413972199904
Global Systems,0.0,0.00017517777587563486,0.00017517777587563486
Innovative Systems,0.0,9.246539394578357e-08,9.246539394578357e-08
Alpha Supply Co,0.0,9.037910760688291e-05,9.037910760688291e-05
Alpha Group,0.0,7.409709642224448e-05,7.409709642224448e-05
Advanced Partners,0.0,0.00027131945341410065,0.00027131945341410065
Dynamic Solutions,0.0,3.987326995375881e-15,3.987326995375881e-15
Prime Technologies,0.0,0.00017579801120010957,0.00017579801120010957
Global Industries,0.0,0.00013040004550535957,0.00013040004550535957
Innovative Technologies,0.0,0.000621900917894249,0.000621900917894249
Superior Partners,0.0,0.00013386509513711728,0.00013386509513711728
Global Technologies,0.0,0.001626095033092989,0.001626095033092989
Dynamic Corp,0.0,3.972840616384495e-05,3.972840616384495e-05
Prime Industries,0.0,0.00036590358557258955,0.00036590358557258955
Prime Group,0.0,0.0004804237649815573,0.0004804237649815573
Premier Technologies,0.0,0.000118696154562808,0.000118696154562808
Elite Supply Co,0.0,0.0006695850095422873,0.0006695850095422873
Advanced Manufacturing,0.0,0.00010505465935402207,0.00010505465935402207
Alpha Group,0.0,0.0013700758504355016,0.0013700758504355016
Elite Technologies,0.0,0.0005629073375611407,0.0005629073375611407
Dynamic Systems,0.0,0.0012362019576921967,0.0012362019576921967
Prime Enterprises,0.0,0.0006076737091538511,0.0006076737091538511
Strategic Solutions,0.0,0.0006377955604946409,0.0006377955604946409
Advanced Technologies,0.0,0.0006190800075131579,0.0006190800075131579
Dynamic Manufacturing,0.0,0.00015772377782323987,0.00015772377782323987
Superior Supply Co,0.0,1.1404014138269615e-05,1.1404014138269615e-05
Prime Industries,0.0,4.254605574594923e-05,4.254605574594923e-05
Superior Supply Co,0.0,0.0003035613038499386,0.0003035613038499386
Prime Systems,0.0,1.830542844095022e-05,1.830542844095022e-05
Superior Partners,0.0,0.0005366485946758168,0.0005366485946758168
Dynamic Industries,0.0,1.3457570201560918e-05,1.3457570201560918e-05
Elite Manufacturing,0.0,0.0025141261936644766,0.0025141261936644766
Advanced Industries,0.0,0.001058880923295117,0.001058880923295117
Innovative Corp,0.0,4.5937148766057427e-05,4.5937148766057427e-05
Strategic Industries,0.0,0.00013141571820649679,0.00013141571820649679
Advanced Corp,0.0,0.0015800435961199422,0.0015800435961199422
Strategic Industries,0.0,0.0002596446271727501,0.0002596446271727501
Premier Manufacturing,0.0,0.00021906153898580696,0.00021906153898580696
Premier Group,0.0,0.0013846440722778504,0.0013846440722778504
Prime Solutions,0.0,0.0012963908466932447,0.0012963908466932447
Strategic Enterprises,0.0,5.7991825527198786e-05,5.7991825527198786e-05
Prime Corp,0.0,0.00013224667768823632,0.00013224667768823632
